publicAddress,cluster,totalForVotes,totalAgainstVotes,totalAbstainVotes,totalNoVotes,githubHandle,daoName,ensName,twitterHandle,discourseHandle,isForumVerified,isNominee,score,daos,poap,daoCount,userType,pitch,stats,delegatorCount,delegatedVotes,snapshotDelegatedVotes,voteWeight,firstTokenDelegatedAt,joinDateAt,workstreams,scoreBreakdown,aboutMe,profilePicture,website,realName,status,discordHandle,discordUsername,roles,githubScores,githubScorePercentile,userCreatedAt,acceptedTOS,termsOfAgreement,tracks,discussionThread
0x046d7b246f6ccb99d161775dc7ca8a09670886b7,0,2,4,0,123,,arbitrum,pulpspy.eth,,,False,False,34,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-09-19T07:25:21.091Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 538, 'karmaScore': 34, 'offChainVotesPct': 6, 'onChainVotesPct': 58, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.080Z'}]",1,17125,,0,2023-04-04T13:16:39.000Z,2023-04-04T13:16:39.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 5.88235294117647, 'score': 2}
 {'name': 'onChainVotesPct', 'pct': 94.11764705882352, 'score': 32}]",,,,,active,,,[],,,2023-09-19T07:25:20.367Z,False,,[],
0x048093338957ead2abeee66b1fe838766658471f,3,49,70,2,7,,arbitrum,dexico.eth,,,False,False,69,uniswap,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-09-02T01:39:35.503Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 40, 'karmaScore': 69, 'offChainVotesPct': 94, 'onChainVotesPct': 68, 'percentile': 10.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:07.763Z'}]",5,4627,,0,2023-03-24T02:06:07.000Z,2023-03-24T02:06:07.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 44.927536231884055, 'score': 31}
 {'name': 'onChainVotesPct', 'pct': 55.072463768115945, 'score': 38}]",,,,,active,,,[],,,2022-11-23T00:12:09.614Z,False,,[],
0x0505d307622942e61ff04b12e86dd108d6e57f82,2,19,1,0,109,,arbitrum,,,,False,False,41,starknet.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-12-27T03:33:15.154Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': 0.0, 'karmaRank': 283, 'karmaScore': 41, 'offChainVotesPct': 18, 'onChainVotesPct': 63, 'percentile': 50.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:08.661Z'}]",1,0,,,,,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 14.634146341463413, 'score': 6}
 {'name': 'onChainVotesPct', 'pct': 85.36585365853658, 'score': 35}]",,,,,active,,,[],,,2023-12-27T03:01:24.479Z,False,,[],
0x0511cebaac4343200f0ade0a4e112926599dd2ca,0,3,1,0,126,,arbitrum,,,,False,False,1,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-10-07T21:59:13.404Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 757, 'karmaScore': 1, 'offChainVotesPct': 2, 'onChainVotesPct': 0, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.746Z'}]",1,1574,,0,2023-10-06T15:45:44.000Z,2023-10-06T15:45:44.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 100.0, 'score': 1}
 {'name': 'onChainVotesPct', 'pct': 0.0, 'score': 0}]",,,,,active,,,[],,,2023-10-07T21:59:13.051Z,False,,[],
0x054becf10c79afa4e60f75b187837be9fb83867d,3,75,47,5,1,,arbitrum,coinruay.eth,,,False,False,86,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-11-09T10:08:57.470Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 11, 'karmaScore': 86, 'offChainVotesPct': 99, 'onChainVotesPct': 95, 'percentile': 10.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:07.697Z'}]",395,130692,,0.001,2023-03-24T03:30:23.000Z,2023-03-24T03:30:23.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 38.372093023255815, 'score': 33}
 {'name': 'onChainVotesPct', 'pct': 61.627906976744185, 'score': 53}]",,,,,active,,,[],,,2022-11-05T00:12:49.097Z,False,,[],
0x05992a9b0b81dacd2e9debfe659f4a9084e8d7b7,0,21,13,0,94,,arbitrum,,,,False,False,29,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-09-19T07:24:10.399Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 553, 'karmaScore': 29, 'offChainVotesPct': 27, 'onChainVotesPct': 36, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.138Z'}]",1,143060,,0.001,2023-09-19T03:56:42.000Z,2023-09-19T03:56:42.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 31.03448275862069, 'score': 9}
 {'name': 'onChainVotesPct', 'pct': 68.96551724137932, 'score': 20}]",,,,,active,,,[],,,2023-09-19T07:24:10.053Z,False,,[],
0x05bd5b09e673405e671493b24ecbf43188d5d4c3,0,5,1,0,123,,arbitrum,utopiagovernance.eth,,,False,False,10,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-07-21T15:03:09.567Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 657, 'karmaScore': 10, 'offChainVotesPct': 3, 'onChainVotesPct': 16, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.408Z'}]",1275,293358,,0.003,2023-03-23T14:28:27.000Z,2023-03-23T14:28:27.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 10.0, 'score': 1}
 {'name': 'onChainVotesPct', 'pct': 90.0, 'score': 9}]",,,,,active,,,[],,,2023-07-21T15:03:08.844Z,False,,[],
0x05dd7ade6fd702820f345a5f97a4e5fb7c77e2d9,2,19,1,0,109,,arbitrum,,,,False,False,44,starknet.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-12-27T03:35:56.103Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': 0.0, 'karmaRank': 103, 'karmaScore': 44, 'offChainVotesPct': 18, 'onChainVotesPct': 68, 'percentile': 20.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:07.997Z'}]",1,0,,,,,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 13.636363636363635, 'score': 6}
 {'name': 'onChainVotesPct', 'pct': 86.36363636363636, 'score': 38}]",,,,,active,,,[],,,2023-12-27T03:07:08.712Z,False,,[],
0x05e3bd68309213d1a1beb1e57b9dffb4b60146ea,2,19,1,0,109,,arbitrum,,,,False,False,44,starknet.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-12-27T03:38:19.307Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': 0.0, 'karmaRank': 103, 'karmaScore': 44, 'offChainVotesPct': 18, 'onChainVotesPct': 68, 'percentile': 20.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:08.096Z'}]",1,0,,,,,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 13.636363636363635, 'score': 6}
 {'name': 'onChainVotesPct', 'pct': 86.36363636363636, 'score': 38}]",,,,,active,,,[],,,2023-12-27T03:11:42.259Z,False,,[],
0x0607afee8271b6c51e49f805585660809f8a16a0,2,19,1,0,109,,arbitrum,,,,False,False,41,starknet.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-12-27T03:29:28.376Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': 0.0, 'karmaRank': 283, 'karmaScore': 41, 'offChainVotesPct': 18, 'onChainVotesPct': 63, 'percentile': 50.0, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:08.400Z'}]",1,0,,,2023-03-30T02:16:56.000Z,2023-03-30T02:16:56.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 14.634146341463413, 'score': 6}
 {'name': 'onChainVotesPct', 'pct': 85.36585365853658, 'score': 35}]",,,,,active,,,[],,,2023-12-27T02:53:34.240Z,False,,[],
0x063d796708fd3a9a7c11db27cf8fd5bcebe4882a,0,2,1,1,126,,arbitrum,,,,False,False,0,arbitrumfoundation.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-07-21T15:04:16.130Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 796, 'karmaScore': 0, 'offChainVotesPct': 1, 'onChainVotesPct': 0, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:10.077Z'}]",0,0,,,2023-03-24T19:56:01.000Z,2023-03-24T19:56:01.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 0.0, 'score': 0}
 {'name': 'onChainVotesPct', 'pct': 0.0, 'score': 0}]",,,,,active,,,[],,,2023-07-21T15:04:15.766Z,False,,[],
0x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,0,3,3,1,123,,arbitrum,,lay2000lbs,,False,False,1,uniswap,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-07-21T15:03:13.230Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 757, 'karmaScore': 1, 'offChainVotesPct': 4, 'onChainVotesPct': 0, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.669Z'}]",886,297136,,0.003,2023-03-23T14:26:47.000Z,2023-03-23T14:26:47.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 100.0, 'score': 1}
 {'name': 'onChainVotesPct', 'pct': 0.0, 'score': 0}]",,,,,active,,,[],,,2022-04-10T13:21:57.227Z,False,,[],
0x06f398ce76acc1fce97b7cab0eb2a96ba9230c9b,0,6,0,0,123,,arbitrum,marsdao.eth,bitcoinisbnb,,False,False,13,gitcoindao.eth,0,1,Ind,,"[{'aragonVotesPct': None, 'createdAt': '2023-12-16T09:32:21.480Z', 'deworkPoints': None, 'deworkTasksCompleted': None, 'discordScore': None, 'forumActivityScore': None, 'forumLikesReceived': None, 'forumPostCount': None, 'forumPostsReadCount': None, 'forumTopicCount': None, 'gitcoinHealthScore': None, 'karmaRank': 634, 'karmaScore': 13, 'offChainVotesPct': 5, 'onChainVotesPct': 21, 'percentile': None, 'period': 'lifetime', 'proposalsDiscussed': None, 'proposalsInitiated': None, 'proposalsOnAragon': None, 'proposalsOnSnapshot': 0, 'updatedAt': '2024-03-02T02:26:09.364Z'}]",1,10001,,0,2023-03-24T01:40:08.000Z,2023-03-24T01:40:08.000Z,[],"[{'name': 'forumActivityScore', 'pct': 0.0, 'score': 0}
 {'name': 'offChainVotesPct', 'pct': 7.6923076923076925, 'score': 1}
 {'name': 'onChainVotesPct', 'pct': 84.61538461538461, 'score': 11}]",,,,,active,,,[],,,2022-04-09T15:45:52.547Z,False,,[],
